Time (s),ECG (V),PPG_Red,PPG_IR
13.936000,1.109668,338.331047,262.251770
13.944000,1.035496,337.688018,261.211049
13.952000,1.064500,335.043593,260.427174
13.960000,1.103223,336.813483,265.439015
13.968000,0.996773,341.371641,264.352490
13.976000,1.009664,338.402395,261.819674
13.984000,1.116114,334.877753,260.215174
13.992000,0.922550,340.679148,265.456122
14.000000,1.054832,340.120421,266.547144
14.008000,1.067723,337.994129,264.735711
14.016000,1.074168,336.666488,269.794199
14.024000,0.987105,339.072419,265.791492
14.032000,1.025777,340.578277,262.673006
14.040000,0.980659,341.669869,264.704520
14.048000,1.093555,337.722936,258.045289
14.056000,1.141946,343.086730,265.619121
14.064000,1.041941,344.943780,260.004445
14.072000,1.045164,340.008216,257.775968
14.080000,1.183841,341.854678,260.161667
14.088000,1.022554,339.537285,263.308981
14.096000,1.122559,337.836173,263.733352
14.104000,1.300009,342.321533,264.056446
14.112000,1.190336,335.494499,258.810426
14.120000,1.025777,339.453188,257.873307
14.128000,1.132227,341.320913,261.073377
14.136000,1.051609,338.896069,265.072391
14.144000,0.990327,341.650487,265.098633
14.152000,0.970941,340.982934,257.678386
14.160000,1.012886,337.904040,261.172902
14.168000,1.080613,340.986353,264.035063
14.176000,1.087109,335.910401,265.328229
14.184000,1.025777,335.916641,260.992828
14.192000,0.964495,339.736126,262.121380
14.200000,0.999995,339.240238,262.457880
14.208000,0.935491,340.048249,256.915639
14.216000,1.161282,338.288194,262.523014
14.224000,1.825814,337.616798,261.804517
14.232000,2.235500,334.425361,263.357761
14.240000,2.009659,341.724086,261.239537
14.248000,1.041941,337.995495,258.872879
14.256000,0.825818,336.199956,254.625083
14.264000,0.883877,334.802562,262.835967
14.272000,0.841932,339.110683,257.458384
14.280000,0.858045,334.991352,259.021120
14.288000,0.838709,341.816977,258.788099
14.296000,0.790318,332.072244,261.106311
14.304000,0.970941,332.690232,259.156728
14.312000,0.970941,334.503348,262.644262
14.320000,0.906436,332.949242,259.880144
14.328000,1.148391,334.376007,261.837726
14.336000,1.170950,337.891863,264.274671
14.344000,1.170950,337.632051,260.736610
14.352000,0.951604,336.443984,260.388666
14.360000,1.054832,335.248594,261.068411
14.368000,1.119336,335.465842,262.367832
14.376000,1.125782,339.026273,262.312038
14.384000,1.064500,332.649694,261.661823
14.392000,1.170950,332.451552,263.792966
14.400000,1.100000,337.140968,264.168343
14.408000,1.351623,334.590924,259.612443
14.416000,1.254841,339.236365,269.577269
14.424000,1.193559,335.546357,261.523798
14.432000,1.312900,330.852860,264.385383
14.440000,1.151614,334.601673,259.734852
14.448000,1.112891,335.330175,261.713383
14.456000,0.987105,334.636261,267.406903
14.464000,1.141946,339.585923,263.208108
14.472000,1.070945,333.805049,266.656514
14.480000,0.906436,333.448905,266.838903
14.488000,0.945159,333.425588,264.274458
14.496000,1.051609,334.886644,256.364112
14.504000,0.935491,340.187929,263.802382
14.512000,1.045164,332.782680,267.585071
14.520000,0.945159,333.636466,262.951495
14.528000,0.951604,337.586022,261.623032
14.536000,0.829041,336.611681,265.696489
14.544000,1.106445,339.046217,259.998462
14.552000,0.999995,338.037615,267.160663
14.560000,0.906436,335.699496,266.018217
14.568000,1.012886,333.794145,269.592841
14.576000,1.074168,338.350643,266.433090
14.584000,0.945159,339.841933,261.203988
14.592000,0.987105,341.186424,260.090807
14.600000,1.087109,337.866779,265.386269
14.608000,0.954827,338.712967,265.070691
14.616000,0.954827,339.988552,265.098157
14.624000,0.874159,338.724791,266.780995
14.632000,0.948382,341.672613,267.462376
14.640000,0.903214,339.353228,265.796833
14.648000,0.929046,340.359757,266.408683
14.656000,1.074168,340.495762,261.512557
14.664000,0.961273,340.538986,259.396531
14.672000,0.835486,339.079296,263.497438
14.680000,1.019332,337.215624,262.399680
14.688000,0.945159,333.276564,265.376647
14.696000,0.941936,335.032937,268.066117
14.704000,0.948382,336.361784,262.003839
14.712000,0.832264,344.144359,259.956089
14.720000,1.016109,343.680551,262.439286
14.728000,1.103223,337.018699,264.548560
14.736000,1.038718,332.715207,264.470500
14.744000,1.106445,337.605022,263.783821
14.752000,0.993550,340.303746,265.105524
14.760000,0.983882,339.194069,262.531063
14.768000,0.954827,339.146756,261.189517
14.776000,0.961273,344.038690,263.451040
14.784000,0.848377,338.848776,267.164879
14.792000,0.909659,339.880652,268.401314
14.800000,0.699982,336.731551,254.597179
14.808000,0.806432,336.517822,266.565841
14.816000,0.941936,339.911392,264.437265
14.824000,0.858045,341.155710,256.475675
14.832000,0.987105,339.418094,257.773692
14.840000,0.951604,336.466466,261.929905
14.848000,1.032273,337.178167,258.882191
14.856000,0.996773,342.568136,261.232075
14.864000,1.116114,335.551195,260.530622
14.872000,1.596750,345.063232,258.251958
14.880000,2.254836,338.866593,261.488388
14.888000,2.216114,339.186192,263.203744
14.896000,1.161282,334.599787,255.569345
14.904000,0.793541,337.727500,261.009996
14.912000,0.735482,340.905284,260.906727
14.920000,0.806432,333.598591,260.287027
14.928000,0.712873,346.023397,262.966538
14.936000,0.806432,340.434504,262.148617
14.944000,0.754818,338.881878,258.313896
14.952000,0.909659,338.450943,264.948865
14.960000,0.912882,342.151228,257.759761
14.968000,0.748373,335.795692,262.363618
14.976000,0.864491,343.683390,265.477560
14.984000,0.935491,340.708027,259.384158
14.992000,0.954827,337.321409,260.673274
15.000000,0.919327,337.423890,255.233391
15.008000,0.974163,336.268141,263.041315
15.016000,0.919327,337.323738,262.768958
15.024000,1.167727,334.233894,263.574307
15.032000,1.006441,335.484098,258.376064
15.040000,1.012886,337.347718,261.448746
15.048000,1.229009,338.679652,262.537656
15.056000,1.135500,338.919347,262.506526
15.064000,1.203227,340.051536,252.706804
15.072000,1.132227,335.799425,260.357692
15.080000,1.219341,334.063580,256.761817
15.088000,1.135500,335.224647,261.208110
15.096000,1.138723,338.354446,260.318763
15.104000,0.932268,334.452121,266.534861
15.112000,1.038718,343.365780,259.693266
15.120000,0.922550,338.303346,260.902558
15.128000,0.877432,336.855804,258.096233
15.136000,0.864491,338.450348,263.709215
15.144000,0.880655,329.867369,262.562853
15.152000,0.819322,332.949886,260.939440
15.160000,0.919327,336.238381,262.754183
15.168000,0.899991,336.246719,262.171203
15.176000,0.893545,337.553725,258.825581
15.184000,0.990327,332.417427,266.616179
15.192000,0.999995,338.581680,260.524706
15.200000,0.964495,332.020359,259.933301
15.208000,1.077391,339.537094,259.450658
15.216000,1.151614,334.150164,261.194174
15.224000,1.061277,332.136394,262.382121
15.232000,1.070945,338.288115,264.932518
15.240000,1.025777,335.916952,262.478069
15.248000,1.125782,337.944749,259.741021
15.256000,1.087109,334.906818,268.392661
15.264000,1.132227,337.226654,265.550755
15.272000,1.051609,336.199330,266.580383
15.280000,1.090332,337.384798,265.109027
15.288000,1.058054,339.558408,264.158874
15.296000,0.935491,331.774097,257.727165
15.304000,1.154836,337.075093,261.204684
15.312000,1.096777,336.620027,261.374540
15.320000,1.077391,338.201082,263.054242
15.328000,1.125782,335.040965,265.059694
15.336000,1.048386,341.091804,264.740662
15.344000,1.125782,335.705698,263.913605
15.352000,0.974163,341.211526,266.569612
15.360000,1.048386,336.588780,266.150669
15.368000,1.238727,332.857133,264.243332
15.376000,1.200005,340.364824,264.517224
15.384000,1.180618,337.577157,263.511310
15.392000,1.161282,333.028189,263.172205
15.400000,1.177395,342.537495,261.844476
15.408000,1.174173,338.237238,269.603523
15.416000,1.229009,338.323553,261.926454
15.424000,1.106445,343.322202,266.171830
15.432000,1.022554,333.472753,270.016899
15.440000,0.999995,336.005840,260.937509
15.448000,1.016109,331.768381,269.135670
15.456000,0.993550,337.419137,259.628712
15.464000,1.029000,334.313956,265.568265
15.472000,1.074168,340.620471,265.505116
15.480000,0.922550,340.512796,262.029380
15.488000,1.041941,337.000884,265.194345
15.496000,1.009664,336.970177,266.000253
15.504000,0.993550,340.675400,263.703332
15.512000,1.016109,342.688575,266.564997
15.520000,1.296786,337.447605,267.062274
15.528000,1.964541,341.313724,264.292869
15.536000,2.277446,334.762724,264.835949
15.544000,2.012932,333.992985,264.862898
15.552000,0.919327,342.209562,258.191608
15.560000,0.848377,338.460373,261.827821
15.568000,0.780650,341.939229,259.745398
15.576000,0.738705,340.324263,256.638270
15.584000,0.787095,342.038896,266.393297
15.592000,0.806432,341.018959,259.983068
15.600000,0.832264,339.357479,263.546207
15.608000,0.829041,348.974070,257.395606
15.616000,0.751595,346.649941,260.353820
15.624000,0.980659,333.464336,262.959816
15.632000,0.745150,340.391626,264.350865
15.640000,0.987105,342.483107,261.913109
15.648000,0.861268,340.480508,260.687130
15.656000,1.029000,340.582619,262.692980
15.664000,1.012886,341.445945,260.646179
15.672000,0.864491,340.716670,264.282248
15.680000,1.070945,345.069470,258.593829
15.688000,1.080613,340.337257,264.148776
15.696000,1.087109,334.860417,262.283631
15.704000,0.974163,336.609647,261.090785
15.712000,1.167727,342.121023,261.283711
15.720000,1.100000,338.364265,263.983802
15.728000,1.177395,337.194552,259.272819
15.736000,1.167727,345.051676,266.512843
15.744000,1.116114,341.033465,262.455531
15.752000,1.080613,334.073434,263.573953
15.760000,1.035496,343.492948,261.440477
15.768000,0.829041,336.199444,258.656356
15.776000,0.945159,336.147573,259.937046
15.784000,1.087109,329.695028,262.748327
15.792000,0.767709,331.653893,261.001794
15.800000,0.767709,338.958739,260.342062
15.808000,0.793541,332.712398,257.682471
15.816000,0.780650,335.478727,259.484066
15.824000,0.906436,337.853342,263.790455
15.832000,0.793541,329.604198,267.110490
15.840000,0.841932,337.269795,263.024387
15.848000,0.887100,335.274848,260.204393
15.856000,0.851600,335.982042,260.832915
15.864000,0.919327,338.923907,259.683120
15.872000,0.880655,337.177341,260.080622
15.880000,0.983882,334.915678,260.867707
15.888000,0.925772,337.542150,265.742531
15.896000,0.877432,338.429047,259.773749
15.904000,1.048386,336.677044,261.766775
15.912000,1.006441,336.334457,258.324471
15.920000,0.877432,333.965770,260.394655
15.928000,0.912882,343.425123,257.703751
15.936000,0.893545,335.394542,259.394520
15.944000,1.006441,336.053128,263.761472
15.952000,0.754818,339.773245,264.520818
15.960000,0.890323,336.752225,262.427872
15.968000,1.090332,332.084530,261.600180
15.976000,1.064500,332.885041,256.257669
15.984000,0.999995,333.233212,268.029093
15.992000,0.951604,333.787936,262.306424
16.000000,1.135500,335.944961,257.842423
16.008000,0.883877,337.931467,262.598421
16.016000,0.880655,333.298393,263.357419
16.024000,0.880655,336.345925,261.711619
16.032000,0.996773,339.603468,258.608691
16.040000,0.929046,330.928094,262.325568
16.048000,1.087109,336.392157,264.312053
16.056000,0.961273,336.859930,262.679938
16.064000,0.987105,339.554168,261.298797
16.072000,0.983882,335.232723,265.624146
16.080000,0.996773,337.782907,261.165526
16.088000,1.158059,333.632518,257.287238
16.096000,1.022554,334.499856,263.374869
16.104000,1.135500,335.728137,265.210323
16.112000,1.125782,341.392865,266.301985
16.120000,0.977386,338.528444,258.370930
16.128000,0.961273,338.216844,261.591462
16.136000,0.983882,338.247990,265.016199
16.144000,0.983882,338.520061,263.129767
16.152000,0.929046,335.123764,262.049703
16.160000,0.841932,339.710403,270.790205
16.168000,0.867713,340.201661,257.792336
16.176000,0.935491,340.339820,267.310518
16.184000,0.919327,338.520856,265.164084
16.192000,1.170950,336.375824,265.674699
16.200000,0.967718,334.667827,265.426056
16.208000,1.064500,342.842939,264.082801
16.216000,1.212895,334.557496,268.827586
16.224000,1.729032,338.832335,266.311364
16.232000,2.064546,345.599779,268.098863
16.240000,2.080659,333.693342,270.026275
16.248000,1.167727,334.788996,262.817157
16.256000,0.903214,334.219125,261.414634
16.264000,0.770932,337.634434,263.262989
16.272000,0.799986,336.713275,265.106368
16.280000,0.745150,337.948969,261.032935
16.288000,0.838709,338.049370,267.795207
16.296000,0.745150,339.996304,265.049608
16.304000,0.854823,335.290814,263.247037
16.312000,0.758041,339.143594,269.950465
16.320000,1.029000,339.732649,262.130424
16.328000,0.954827,338.604163,263.015000
16.336000,0.967718,343.345586,264.832147
16.344000,0.896768,341.581588,262.304322
16.352000,0.999995,341.284917,261.756084
16.360000,0.951604,337.481688,267.785270
16.368000,1.054832,344.059620,262.885087
16.376000,1.061277,343.546932,258.198396
16.384000,1.112891,339.037248,261.910087
16.392000,1.112891,339.108805,266.584138
16.400000,1.222564,344.942607,263.011444
16.408000,1.041941,340.780644,268.316048
16.416000,1.258064,335.896714,263.515457
16.424000,1.125782,334.808069,256.157662
16.432000,1.174173,336.139270,262.891418
16.440000,1.238727,338.674288,256.118843
16.448000,1.112891,343.053161,263.792858
16.456000,1.054832,340.443624,261.362518
16.464000,0.977386,338.309804,261.984812
16.472000,0.906436,337.505622,252.961602
16.480000,0.999995,336.531810,260.550362
16.488000,0.806432,344.179620,259.026702
16.496000,0.909659,336.788091,261.530152
16.504000,0.880655,335.024106,262.598696
16.512000,0.929046,338.762380,257.747676
16.520000,0.832264,337.628230,261.211054
16.528000,0.864491,343.991000,256.697533
16.536000,0.996773,341.251810,263.190769
16.544000,0.822545,340.240998,253.334308
16.552000,0.948382,334.289722,260.983399
16.560000,0.941936,339.923352,259.197796
16.568000,0.996773,335.255033,260.109176
16.576000,1.058054,335.725611,267.491905
16.584000,0.935491,337.876313,256.527438
16.592000,0.899991,334.731483,264.037044
16.600000,1.116114,336.613152,266.701898
16.608000,1.035496,333.362286,261.554437
16.616000,0.925772,340.740057,257.105811
16.624000,0.941936,335.446462,260.646478
16.632000,0.893545,333.496683,261.058002
16.640000,0.903214,332.122096,257.845787
16.648000,0.932268,335.697501,265.075209
16.656000,0.987105,339.923288,259.560915
16.664000,1.058054,339.097232,257.027420
16.672000,1.009664,339.224366,259.873085
16.680000,1.022554,332.972310,259.801089
16.688000,0.783873,328.888428,259.746989
16.696000,1.087109,339.121890,263.161164
16.704000,0.958050,342.004543,256.472989
16.712000,0.974163,335.656086,255.197148
16.720000,0.983882,335.262920,261.224434
16.728000,0.948382,338.612195,261.555856
16.736000,0.935491,338.940880,261.499161
16.744000,0.951604,337.368153,264.434108
16.752000,0.925772,338.263852,261.982684
16.760000,1.038718,334.040866,263.782466
16.768000,1.009664,336.610630,264.212463
16.776000,1.103223,334.503597,263.109063
16.784000,1.022554,341.562224,261.750958
16.792000,1.054832,334.300323,259.803063
16.800000,1.016109,333.164922,262.535330
16.808000,0.919327,333.620869,265.031754
16.816000,0.929046,334.404846,255.475137
16.824000,0.890323,336.906941,261.884819
16.832000,0.935491,334.426826,266.381448
16.840000,0.896768,331.967046,266.285145
16.848000,0.948382,335.569462,266.215250
16.856000,0.922550,333.201383,266.675933
16.864000,1.041941,334.423834,263.601663
16.872000,0.854823,338.083008,262.884463
16.880000,1.006441,335.508890,264.285469
16.888000,0.854823,338.553117,258.655054
16.896000,1.093555,337.837185,264.237050
16.904000,0.912882,339.795470,268.381170
16.912000,1.312900,336.765180,261.304138
16.920000,1.761309,340.609539,261.730675
16.928000,2.229055,334.583326,252.862707
16.936000,1.899986,337.652318,265.060083
16.944000,1.093555,340.587805,261.255195
16.952000,0.761263,338.706926,260.348358
16.960000,0.677423,340.326719,264.126167
16.968000,0.751595,335.732413,267.522983
16.976000,0.703204,340.979482,267.589736
16.984000,0.858045,346.943926,265.499037
16.992000,0.909659,337.261270,266.944386
17.000000,0.948382,335.986138,258.436090
17.008000,0.932268,344.834363,266.690309
17.016000,0.980659,337.617655,266.045032
17.024000,0.996773,336.741461,267.468936
17.032000,0.925772,339.766131,268.781182
17.040000,1.029000,338.480153,263.569839
17.048000,0.938714,334.775110,263.720656
17.056000,1.070945,334.919300,266.302067
17.064000,1.022554,337.925572,265.618839
17.072000,1.161282,339.901689,265.415870
17.080000,1.106445,338.229565,267.115986
17.088000,1.164504,337.278509,262.122990
17.096000,1.206450,337.022608,264.152033
17.104000,1.109668,341.898540,266.210725
17.112000,1.154836,340.490406,263.964951
17.120000,1.332236,341.202797,261.728250
17.128000,1.116114,342.368907,259.889871
17.136000,1.167727,338.689137,257.331750
17.144000,1.058054,340.069325,261.185035
17.152000,0.925772,340.515491,266.056378
17.160000,1.070945,336.694051,265.330334
17.168000,0.922550,338.930356,262.349471
17.176000,0.870936,341.493933,262.211738
17.184000,0.906436,339.549236,262.266486
17.192000,0.829041,338.742417,258.498858
17.200000,0.745150,341.416472,256.112231
17.208000,0.825818,337.254292,263.962534
17.216000,0.851600,339.171508,260.384358
17.224000,0.925772,344.051367,261.310379
17.232000,0.848377,338.625137,263.034203
17.240000,0.896768,338.946082,260.943220
17.248000,0.974163,341.588890,264.540362
17.256000,1.016109,340.708517,265.462918
17.264000,1.009664,335.993981,258.589029
17.272000,0.999995,340.800835,265.122695
17.280000,0.951604,343.706990,260.420059
17.288000,1.070945,338.891909,258.304233
17.296000,0.941936,337.600267,264.994945
17.304000,0.983882,338.164488,264.813226
17.312000,1.019332,338.081863,263.135714
17.320000,1.035496,338.231852,263.085977
17.328000,1.087109,342.134384,258.811386
17.336000,1.074168,340.390162,258.527056
17.344000,0.958050,338.010021,259.798551
17.352000,1.012886,334.705814,261.339887
17.360000,0.954827,337.679728,256.237932
17.368000,0.787095,341.418537,262.416874
17.376000,0.803209,337.783524,254.682350
17.384000,0.941936,328.858334,258.812166
17.392000,0.974163,335.141212,258.498061
17.400000,0.893545,329.725028,259.504044
17.408000,0.990327,340.843248,259.347498
17.416000,0.903214,337.517560,258.750494
17.424000,0.941936,333.749825,260.796733
17.432000,1.141946,338.305799,256.188058
17.440000,1.003218,339.486026,263.188581
17.448000,0.951604,332.164083,255.730679
17.456000,1.177395,337.987381,261.905167
17.464000,1.048386,337.616870,259.170038
17.472000,1.048386,335.971260,260.922030
17.480000,0.961273,336.851054,261.131659
17.488000,0.977386,337.176113,261.022393
17.496000,0.761263,336.863733,262.465587
17.504000,0.880655,334.698715,263.077865
17.512000,0.887100,342.100273,255.233327
17.520000,0.845154,339.534761,257.290504
17.528000,0.854823,336.467535,266.458293
17.536000,0.761263,335.664484,259.681611
17.544000,0.793541,330.446021,261.656787
17.552000,0.829041,337.138567,255.737119
17.560000,0.699982,337.809328,263.010359
17.568000,0.751595,342.363010,262.088710
17.576000,0.999995,332.470198,258.939856
17.584000,1.864537,338.685653,262.859172
17.592000,2.064546,334.993763,267.322409
17.600000,1.045164,334.197439,266.097464
17.608000,0.454804,339.379536,269.660083
17.616000,0.412909,332.445862,261.738699
17.624000,0.499973,336.472346,261.431668
17.632000,0.261291,336.570187,269.433142
17.640000,0.390300,336.192118,264.790385
17.648000,0.519359,333.119803,264.862884
17.656000,0.467745,337.116919,264.643145
17.664000,0.603200,343.187653,257.801513
17.672000,0.699982,332.862865,260.430267
17.680000,0.722591,340.902520,263.032113
17.688000,0.670977,332.663458,265.107563
17.696000,0.851600,335.212532,261.770708
17.704000,0.922550,334.561599,265.830046
17.712000,0.858045,334.314233,262.770561
17.720000,0.845154,338.606645,258.545898
17.728000,1.006441,339.045362,262.106864
17.736000,1.054832,335.500618,261.112867
17.744000,0.919327,338.637242,262.765144
17.752000,1.125782,337.010579,266.025610
17.760000,1.093555,338.869325,263.002695
17.768000,1.290341,334.738920,258.722794
17.776000,1.248396,339.164815,265.228950
17.784000,1.132227,332.095233,256.439109
17.792000,1.190336,338.083872,263.831285
17.800000,1.206450,338.280050,264.467942
17.808000,1.180618,337.900634,266.895591
17.816000,1.238727,341.543392,262.607435
17.824000,1.112891,330.762279,261.335626
17.832000,1.132227,339.886943,266.609625
17.840000,0.951604,335.290969,268.987000
17.848000,1.158059,332.848870,268.901417
17.856000,1.090332,340.368358,267.503559
17.864000,0.987105,339.636969,267.785890
17.872000,1.029000,340.784929,266.290554
17.880000,1.096777,332.379496,266.195543
17.888000,1.080613,329.692227,260.121421
17.896000,1.158059,337.877040,261.416778
17.904000,1.319345,335.708932,258.382586
17.912000,1.358068,343.938837,259.997849
17.920000,1.235454,341.225913,263.302406
17.928000,1.187114,339.073797,267.061741
17.936000,1.300009,332.596277,261.374635
17.944000,1.129004,342.937411,262.170301
17.952000,1.154836,342.314415,262.385868
17.960000,1.190336,343.438078,258.893499
17.968000,1.254841,341.875336,263.995625
17.976000,1.187114,340.837584,260.011505
17.984000,1.177395,338.988852,255.697663
17.992000,1.109668,339.230641,264.983765
18.000000,1.151614,340.867236,263.105936
18.008000,1.135500,340.214678,257.587521
18.016000,1.022554,339.969778,264.002822
18.024000,1.187114,344.115262,257.857773
18.032000,1.212895,335.498352,261.990865
18.040000,1.119336,341.981965,254.449753
18.048000,1.154836,337.308952,264.637425
18.056000,1.258064,336.742682,262.206892
18.064000,1.135500,336.191860,258.640279
18.072000,1.132227,343.484684,262.285774
18.080000,1.377404,339.973448,261.919164
18.088000,1.296786,343.278210,261.462998
18.096000,1.235454,343.149380,260.750271
18.104000,1.283845,337.697824,260.614071
18.112000,1.280623,338.534094,258.864205
18.120000,1.193559,333.059133,260.008869
18.128000,1.206450,333.594484,263.310084
18.136000,1.116114,341.219737,263.550198
18.144000,1.122559,338.265688,262.109105
18.152000,1.022554,336.088961,259.185425
18.160000,1.190336,339.321515,256.261669
18.168000,1.016109,341.314767,263.016727
18.176000,1.054832,329.376994,259.956925
18.184000,1.122559,334.007406,262.117837
18.192000,1.041941,339.759805,259.191003
18.200000,1.112891,334.694680,258.243284
18.208000,0.909659,335.901776,258.983342
18.216000,1.167727,339.255385,259.186667
18.224000,1.745145,336.540556,265.234576
18.232000,2.367732,336.102996,256.477142
18.240000,2.232277,337.467037,259.773300
18.248000,1.077391,334.769009,250.314827
18.256000,0.906436,339.564771,261.327147
18.264000,0.848377,337.885108,254.322321
18.272000,0.712873,336.967705,261.895625
18.280000,0.909659,334.317542,262.274280
18.288000,0.787095,343.414012,259.676952
18.296000,0.790318,335.645323,253.552605
18.304000,0.980659,334.406207,261.937684
18.312000,0.993550,337.626688,260.624628
18.320000,0.980659,335.719596,259.982131
18.328000,1.206450,337.828782,264.822818
18.336000,1.106445,335.975628,265.811268
18.344000,1.193559,333.843693,259.332527
18.352000,1.261286,333.771345,266.609455
18.360000,1.261286,332.917135,264.822423
18.368000,1.396791,337.524401,266.282040
18.376000,1.316123,343.640980,265.336771
18.384000,1.209673,337.390604,262.990068
18.392000,1.383850,336.609456,260.827347
18.400000,1.300009,334.024799,266.473849
18.408000,1.325791,331.937206,261.068701
18.416000,1.306455,339.076162,260.921285
18.424000,1.306455,332.615952,265.047119
18.432000,1.270954,336.906347,261.697247
18.440000,1.229009,329.495968,262.286579
18.448000,1.290341,344.350957,258.009841
18.456000,1.090332,337.447224,263.307613
18.464000,1.187114,339.713483,262.099985
18.472000,0.945159,334.298831,261.179042
18.480000,1.003218,336.892469,262.919549
18.488000,1.038718,334.756178,263.681254
18.496000,0.922550,337.433323,260.198051
18.504000,0.848377,334.092484,268.534580
18.512000,0.874159,335.966335,267.657850
18.520000,0.932268,336.976977,265.347701
18.528000,0.854823,341.600108,265.885308
18.536000,0.835486,343.519849,261.621578
18.544000,0.932268,336.905372,265.247207
18.552000,0.819322,339.989864,266.474156
18.560000,0.887100,329.735764,268.653311
18.568000,0.735482,337.422359,262.229738
18.576000,0.996773,339.883054,266.963536
18.584000,0.925772,339.500143,258.060861
18.592000,0.858045,341.243393,265.260437
18.600000,0.990327,337.859867,265.186630
18.608000,0.903214,337.720993,266.269709
18.616000,0.929046,339.887708,268.160342
18.624000,0.990327,338.464630,259.561827
18.632000,1.025777,332.527803,267.078885
18.640000,0.916104,338.569458,265.745717
18.648000,0.916104,341.207896,260.787210
18.656000,0.883877,340.726978,260.595507
18.664000,1.054832,340.932578,262.517837
18.672000,0.948382,335.074219,263.108478
18.680000,0.883877,341.396775,262.778620
18.688000,0.780650,344.656606,258.479130
18.696000,0.961273,334.888623,262.139403
18.704000,0.948382,346.335873,264.237367
18.712000,0.790318,336.029546,265.814669
18.720000,0.870936,335.548711,264.654943
18.728000,0.883877,347.290147,260.225204
18.736000,1.058054,334.433315,263.465269
18.744000,0.825818,338.901744,262.463162
18.752000,0.990327,340.820009,264.558535
18.760000,1.051609,339.202981,261.403936
18.768000,1.041941,337.648300,264.254787
18.776000,1.032273,337.354823,259.843626
18.784000,0.909659,340.989288,259.328688
18.792000,0.945159,342.228385,258.047558
18.800000,0.899991,337.981624,260.087292
18.808000,0.767709,339.835848,257.184463
18.816000,0.764486,340.043494,261.945709
18.824000,0.899991,337.266760,258.381537
18.832000,0.919327,337.367095,256.347215
18.840000,0.732259,339.887643,261.744464
18.848000,0.929046,337.613036,260.056576
18.856000,0.835486,341.458150,261.592754
18.864000,0.974163,337.322266,257.574085
18.872000,0.764486,337.506648,260.660639
18.880000,0.793541,343.756689,260.525994
18.888000,1.277400,338.994454,259.059720
18.896000,2.009659,338.464800,264.742760
18.904000,2.235500,336.248770,259.702299
18.912000,1.319345,333.037928,262.989767
18.920000,0.761263,334.588158,260.006624
18.928000,0.541918,334.762451,261.476558
18.936000,0.654813,340.035361,260.293820
18.944000,0.570973,334.240408,260.801890
18.952000,0.629032,337.300498,262.246062
18.960000,0.683868,336.141538,260.343296
18.968000,0.522582,337.393183,262.720221
18.976000,0.764486,338.628339,262.933312
18.984000,0.812877,332.371455,259.778005
18.992000,0.838709,335.709185,262.097884
19.000000,0.783873,329.176310,256.438952
19.008000,0.835486,342.253200,258.780392
19.016000,0.945159,339.084632,255.421181
19.024000,0.887100,333.614387,259.970896
19.032000,0.887100,335.466200,260.465671
19.040000,0.945159,332.579479,265.275154
19.048000,1.009664,333.394566,260.052450
19.056000,1.135500,342.275460,260.870376
19.064000,1.025777,338.738838,259.028953
19.072000,1.048386,335.920763,256.608161
19.080000,1.238727,339.474139,268.522987
19.088000,1.164504,332.600950,261.094390
19.096000,0.987105,333.309737,256.948163
19.104000,1.161282,335.319015,267.924509
19.112000,1.070945,337.058677,261.093879
19.120000,1.177395,338.524810,262.807665
19.128000,1.041941,340.369700,262.344098
19.136000,0.903214,334.789298,259.926717
19.144000,0.864491,333.983409,263.559185
19.152000,0.935491,334.990824,265.754779
19.160000,0.883877,336.814074,259.933857
19.168000,0.758041,340.390931,258.930714
19.176000,0.912882,338.882106,262.822387
19.184000,0.922550,328.170320,264.770992
19.192000,1.058054,338.452264,262.550275
19.200000,0.790318,336.131742,265.341498
19.208000,0.819322,327.076181,265.197563
19.216000,0.964495,334.509786,256.846236
19.224000,0.990327,334.331370,266.955750
19.232000,1.048386,333.840755,260.250540
19.240000,0.929046,334.728563,260.820394
19.248000,0.925772,338.202781,261.114640
19.256000,1.074168,333.047265,262.807209
19.264000,0.974163,340.117120,263.274495
19.272000,1.006441,336.244546,259.719509
19.280000,1.158059,333.707746,262.425556
19.288000,0.932268,332.755653,261.763566
19.296000,1.161282,339.127406,263.966040
19.304000,1.058054,341.763371,266.876085
19.312000,1.006441,340.324616,261.768633
19.320000,1.025777,337.976875,262.901736
19.328000,1.077391,337.082477,262.640135
19.336000,1.122559,332.027986,267.421968
19.344000,1.070945,333.400046,269.688046
19.352000,1.019332,337.744160,265.075061
19.360000,1.016109,336.762214,260.313867
19.368000,1.080613,342.586289,265.043393
19.376000,1.135500,343.207319,268.102942
19.384000,0.987105,333.109418,266.820760
19.392000,0.935491,343.477582,266.790975
19.400000,1.032273,333.900001,265.546151
19.408000,1.083886,338.784641,263.623133
19.416000,1.032273,338.880271,264.948806
19.424000,1.164504,334.765056,272.861336
19.432000,1.077391,335.957400,267.995528
19.440000,1.109668,336.511490,262.872865
19.448000,1.025777,339.028643,262.980883
19.456000,1.100000,336.725552,258.457621
19.464000,0.880655,335.697313,265.252763
19.472000,1.048386,338.397550,263.662444
19.480000,1.006441,340.149601,262.658677
19.488000,0.961273,345.911163,263.180060
19.496000,0.977386,338.516559,260.277315
19.504000,1.025777,338.452595,264.188714
19.512000,1.064500,343.944116,264.160136
